year,imdbID,rating,title,country,img_url
1989,Batman,7.5,Batman,"United States, United Kingdom",https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg
